Food_ID,Name,C_Type,Veg_Non,Describe,Health_Issue,Climate,Restaurant,Rating,Protein,Calories,Carbs
128.0,Stir-Fried Tofu Variant 10,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Alzheimer's,winter,Healthy Greens,3.6,29.0,404.0,16.5
129.0,Low-Carb Cauliflower Rice Variant 5,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 5, crafted to please the palate and provide nourishment.",Alzheimer's,summer,Healthy Greens,4.3,10.4,215.0,50.0
130.0,Avocado Chicken Wrap Variant 15,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Alzheimer's,rainy,Spice House,4.7,8.0,353.0,28.7
131.0,Kale and Lentil Soup Variant 9,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 9, crafted to please the palate and provide nourishment.",Parkinson's,summer,Fresh Greens,3.7,4.7,196.0,49.7
132.0,Grilled Tuna Variant 5,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 5, crafted to please the palate and provide nourishment.",Parkinson's,rainy,Fruit Bar,4.5,2.9,126.0,78.6
133.0,Berry Spinach Smoothie Variant 13,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 13, crafted to please the palate and provide nourishment.",Parkinson's,summer,Fresh Greens,4.9,27.9,155.0,57.3
134.0,Walnut-Crusted Salmon Variant 9,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Parkinson's,summer,Green Table,4.6,8.8,475.0,67.0
135.0,Roasted Beet Salad Variant 9,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 9, crafted to please the palate and provide nourishment.",Parkinson's,rainy,Urban Plates,4.5,4.3,353.0,27.4
136.0,Kale and Lentil Soup Variant 10,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 10, crafted to please the palate and provide nourishment.",Parkinson's,winter,Home Kitchen,4.3,10.9,331.0,37.5
137.0,Berry Spinach Smoothie Variant 14,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 14, crafted to please the palate and provide nourishment.",Parkinson's,summer,Ocean Breeze,3.6,19.0,229.0,37.1
138.0,Walnut-Crusted Salmon Variant 10,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Parkinson's,rainy,Energy Bites,4.2,13.3,466.0,39.9
139.0,Roasted Beet Salad Variant 10,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 10, crafted to please the palate and provide nourishment.",Parkinson's,winter,Spice House,3.5,4.4,485.0,42.2
140.0,Berry Spinach Smoothie Variant 15,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 15, crafted to please the palate and provide nourishment.",Parkinson's,winter,Home Kitchen,4.9,27.1,453.0,61.7
141.0,Sautéed Spinach Variant 21,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 21, crafted to please the palate and provide nourishment.",Celiac Disease,winter,Urban Plates,4.9,20.5,278.0,18.0
142.0,Mixed Bean Salad Variant 13,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 13, crafted to please the palate and provide nourishment.",Celiac Disease,winter,Fresh Greens,4.9,27.4,105.0,34.7
143.0,Sautéed Spinach Variant 22,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 22, crafted to please the palate and provide nourishment.",Celiac Disease,winter,Healthy Greens,4.6,29.2,170.0,62.7
144.0,Sautéed Spinach Variant 23,Healthy Food,veg,"A delicious and unique preparation of Sautéed Spinach Variant 23, crafted to please the palate and provide nourishment.",Celiac Disease,rainy,Vital Cafe,4.9,19.3,120.0,65.7
145.0,Sautéed Spinach Variant 24,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 24, crafted to please the palate and provide nourishment.",Celiac Disease,rainy,Fruit Bar,4.8,20.1,468.0,17.4
146.0,Greek Yogurt with Berries Variant 9,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 9, crafted to please the palate and provide nourishment.",Celiac Disease,summer,Spice House,4.6,6.2,325.0,64.2
147.0,Mixed Bean Salad Variant 14,Healthy Food,non-veg,"A delicious and unique preparation of Mixed Bean Salad Variant 14, crafted to please the palate and provide nourishment.",Celiac Disease,winter,Energy Bites,4.1,14.9,206.0,35.5
148.0,Greek Yogurt with Berries Variant 10,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 10, crafted to please the palate and provide nourishment.",Celiac Disease,summer,Energy Bites,3.5,6.4,368.0,24.5
149.0,Sautéed Spinach Variant 25,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 25, crafted to please the palate and provide nourishment.",Celiac Disease,summer,Fruit Bar,4.7,9.8,362.0,19.6
150.0,Mixed Bean Salad Variant 15,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 15, crafted to please the palate and provide nourishment.",Celiac Disease,rainy,Green Table,3.7,3.6,204.0,47.2
151.0,Grilled Salmon Salad Variant 11,Healthy Food,non-veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Crohn's Disease,winter,Energy Bites,3.7,16.4,141.0,25.1
152.0,Grilled Salmon Salad Variant 12,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Crohn's Disease,rainy,Urban Plates,4.7,27.3,426.0,75.1
153.0,Quinoa Veggie Bowl Variant 11,Healthy Food,non-veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Crohn's Disease,rainy,Green Table,5.0,16.6,129.0,55.1
154.0,Stir-Fried Tofu Variant 11,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Crohn's Disease,summer,Fruit Bar,3.6,11.4,284.0,44.4
155.0,Avocado Chicken Wrap Variant 16,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Crohn's Disease,summer,Fruit Bar,3.8,14.2,199.0,79.6
156.0,Quinoa Veggie Bowl Variant 12,Healthy Food,veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Crohn's Disease,summer,Urban Plates,4.7,12.4,182.0,31.3
157.0,Avocado Chicken Wrap Variant 17,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Crohn's Disease,winter,Home Kitchen,4.0,12.9,477.0,27.9
158.0,Stir-Fried Tofu Variant 12,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Crohn's Disease,winter,Vital Cafe,4.0,13.3,335.0,33.3
159.0,Low-Carb Cauliflower Rice Variant 6,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 6, crafted to please the palate and provide nourishment.",Crohn's Disease,summer,Healthy Greens,4.0,25.5,469.0,23.5
160.0,Avocado Chicken Wrap Variant 18,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Crohn's Disease,summer,Green Table,3.7,19.7,458.0,12.7
161.0,Kale and Lentil Soup Variant 11,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 11, crafted to please the palate and provide nourishment.",Gastritis,winter,Home Kitchen,4.2,26.2,320.0,32.7
162.0,Grilled Tuna Variant 6,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 6, crafted to please the palate and provide nourishment.",Gastritis,rainy,Green Table,4.2,8.6,277.0,63.6
163.0,Berry Spinach Smoothie Variant 16,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 16, crafted to please the palate and provide nourishment.",Gastritis,summer,Home Kitchen,4.0,6.5,358.0,76.4
164.0,Walnut-Crusted Salmon Variant 11,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Gastritis,winter,Fruit Bar,3.8,4.4,251.0,40.2
165.0,Roasted Beet Salad Variant 11,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 11, crafted to please the palate and provide nourishment.",Gastritis,winter,Spice House,4.3,10.7,162.0,11.8
166.0,Kale and Lentil Soup Variant 12,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 12, crafted to please the palate and provide nourishment.",Gastritis,winter,Energy Bites,4.2,10.6,183.0,63.7
167.0,Berry Spinach Smoothie Variant 17,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 17, crafted to please the palate and provide nourishment.",Gastritis,rainy,Vital Cafe,4.7,11.5,479.0,19.3
168.0,Walnut-Crusted Salmon Variant 12,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Gastritis,winter,Home Kitchen,4.7,16.0,416.0,39.2
169.0,Roasted Beet Salad Variant 12,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 12, crafted to please the palate and provide nourishment.",Gastritis,summer,Home Kitchen,4.3,23.4,474.0,71.3
170.0,Berry Spinach Smoothie Variant 18,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 18, crafted to please the palate and provide nourishment.",Gastritis,rainy,Fruit Bar,4.9,8.9,231.0,13.0
171.0,Sautéed Spinach Variant 26,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 26, crafted to please the palate and provide nourishment.",Cholesterol,winter,Vital Cafe,4.6,26.5,480.0,64.4
172.0,Mixed Bean Salad Variant 16,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 16, crafted to please the palate and provide nourishment.",Cholesterol,summer,Energy Bites,4.4,12.2,182.0,52.4
173.0,Sautéed Spinach Variant 27,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 27, crafted to please the palate and provide nourishment.",Cholesterol,winter,Fresh Greens,3.9,21.2,498.0,35.9
174.0,Sautéed Spinach Variant 28,Healthy Food,veg,"A delicious and unique preparation of Sautéed Spinach Variant 28, crafted to please the palate and provide nourishment.",Cholesterol,rainy,Urban Plates,4.6,7.8,444.0,33.3
175.0,Sautéed Spinach Variant 29,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 29, crafted to please the palate and provide nourishment.",Cholesterol,rainy,Vital Cafe,3.9,18.6,387.0,33.1
176.0,Greek Yogurt with Berries Variant 11,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 11, crafted to please the palate and provide nourishment.",Cholesterol,winter,Spice House,4.7,13.7,165.0,47.3
177.0,Mixed Bean Salad Variant 17,Healthy Food,non-veg,"A delicious and unique preparation of Mixed Bean Salad Variant 17, crafted to please the palate and provide nourishment.",Cholesterol,rainy,Healthy Greens,4.0,6.7,443.0,24.5
178.0,Greek Yogurt with Berries Variant 12,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 12, crafted to please the palate and provide nourishment.",Cholesterol,summer,Fresh Greens,4.8,7.1,183.0,11.7
179.0,Sautéed Spinach Variant 30,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 30, crafted to please the palate and provide nourishment.",Cholesterol,winter,Urban Plates,5.0,5.3,393.0,15.0
180.0,Mixed Bean Salad Variant 18,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 18, crafted to please the palate and provide nourishment.",Cholesterol,rainy,Green Table,3.8,2.9,410.0,69.1
181.0,Grilled Salmon Salad Variant 13,Healthy Food,non-veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Anxiety,winter,Spice House,4.1,10.0,291.0,52.7
182.0,Grilled Salmon Salad Variant 14,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Anxiety,winter,Green Table,4.4,28.3,198.0,70.8
183.0,Quinoa Veggie Bowl Variant 13,Healthy Food,non-veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Anxiety,winter,Vital Cafe,4.6,10.2,445.0,69.9
184.0,Stir-Fried Tofu Variant 13,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Anxiety,winter,Urban Plates,3.6,8.0,220.0,44.9
185.0,Avocado Chicken Wrap Variant 19,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Anxiety,winter,Urban Plates,4.1,9.9,211.0,30.2
186.0,Quinoa Veggie Bowl Variant 14,Healthy Food,veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Anxiety,summer,Energy Bites,4.5,19.0,316.0,61.1
187.0,Avocado Chicken Wrap Variant 20,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Anxiety,summer,Spice House,4.6,2.2,146.0,34.9
188.0,Stir-Fried Tofu Variant 14,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Anxiety,rainy,Healthy Greens,4.6,18.7,280.0,44.2
189.0,Low-Carb Cauliflower Rice Variant 7,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 7, crafted to please the palate and provide nourishment.",Anxiety,winter,Urban Plates,4.1,8.8,474.0,40.1
190.0,Avocado Chicken Wrap Variant 21,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Anxiety,summer,Spice House,4.7,10.6,304.0,73.5
191.0,Kale and Lentil Soup Variant 13,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 13, crafted to please the palate and provide nourishment.",IBS,winter,Energy Bites,4.8,22.3,430.0,49.4
192.0,Grilled Tuna Variant 7,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 7, crafted to please the palate and provide nourishment.",IBS,rainy,Green Table,3.7,8.2,371.0,27.4
193.0,Berry Spinach Smoothie Variant 19,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 19, crafted to please the palate and provide nourishment.",IBS,winter,Home Kitchen,4.0,8.2,211.0,16.3
194.0,Walnut-Crusted Salmon Variant 13,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",IBS,rainy,Green Table,3.8,23.8,290.0,27.6
195.0,Roasted Beet Salad Variant 13,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 13, crafted to please the palate and provide nourishment.",IBS,rainy,Fresh Greens,4.6,2.1,232.0,75.4
196.0,Kale and Lentil Soup Variant 14,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 14, crafted to please the palate and provide nourishment.",IBS,rainy,Fruit Bar,4.5,18.0,143.0,51.6
197.0,Berry Spinach Smoothie Variant 20,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 20, crafted to please the palate and provide nourishment.",IBS,rainy,Home Kitchen,4.4,20.2,183.0,52.8
198.0,Walnut-Crusted Salmon Variant 14,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",IBS,winter,Urban Plates,4.4,11.7,106.0,50.5
199.0,Roasted Beet Salad Variant 14,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 14, crafted to please the palate and provide nourishment.",IBS,summer,Energy Bites,4.6,24.4,262.0,32.2
200.0,Berry Spinach Smoothie Variant 21,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 21, crafted to please the palate and provide nourishment.",IBS,summer,Vital Cafe,4.7,27.9,262.0,38.8
201.0,Sautéed Spinach Variant 31,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 31, crafted to please the palate and provide nourishment.",Migraines,winter,Home Kitchen,4.0,28.0,192.0,60.2
202.0,Mixed Bean Salad Variant 19,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 19, crafted to please the palate and provide nourishment.",Migraines,summer,Fresh Greens,3.7,12.5,426.0,33.5
203.0,Sautéed Spinach Variant 32,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 32, crafted to please the palate and provide nourishment.",Migraines,summer,Fresh Greens,3.6,18.2,452.0,10.9
204.0,Sautéed Spinach Variant 33,Healthy Food,veg,"A delicious and unique preparation of Sautéed Spinach Variant 33, crafted to please the palate and provide nourishment.",Migraines,summer,Fresh Greens,4.0,14.8,227.0,46.3
205.0,Sautéed Spinach Variant 34,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 34, crafted to please the palate and provide nourishment.",Migraines,summer,Urban Plates,4.3,26.3,378.0,78.2
206.0,Greek Yogurt with Berries Variant 13,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 13, crafted to please the palate and provide nourishment.",Migraines,winter,Healthy Greens,4.7,17.4,191.0,57.0
207.0,Mixed Bean Salad Variant 20,Healthy Food,non-veg,"A delicious and unique preparation of Mixed Bean Salad Variant 20, crafted to please the palate and provide nourishment.",Migraines,summer,Spice House,4.8,3.1,215.0,78.5
208.0,Greek Yogurt with Berries Variant 14,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 14, crafted to please the palate and provide nourishment.",Migraines,rainy,Healthy Greens,4.6,21.3,448.0,45.7
209.0,Sautéed Spinach Variant 35,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 35, crafted to please the palate and provide nourishment.",Migraines,winter,Fruit Bar,4.1,21.0,411.0,23.6
210.0,Mixed Bean Salad Variant 21,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 21, crafted to please the palate and provide nourishment.",Migraines,summer,Ocean Breeze,4.8,20.0,326.0,52.1
211.0,Grilled Salmon Salad Variant 15,Healthy Food,non-veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Psoriasis,rainy,Ocean Breeze,3.7,3.9,340.0,45.7
212.0,Grilled Salmon Salad Variant 16,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Psoriasis,rainy,Spice House,4.2,28.1,172.0,38.0
213.0,Quinoa Veggie Bowl Variant 15,Healthy Food,non-veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Psoriasis,winter,Vital Cafe,4.3,7.7,491.0,36.7
214.0,Stir-Fried Tofu Variant 15,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Psoriasis,summer,Fresh Greens,3.5,6.7,466.0,33.1
215.0,Avocado Chicken Wrap Variant 22,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Psoriasis,rainy,Urban Plates,3.5,18.5,142.0,21.0
216.0,Quinoa Veggie Bowl Variant 16,Healthy Food,veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Psoriasis,rainy,Ocean Breeze,4.6,27.4,122.0,38.7
217.0,Avocado Chicken Wrap Variant 23,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Psoriasis,rainy,Fruit Bar,4.3,26.5,386.0,10.2
218.0,Stir-Fried Tofu Variant 16,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Psoriasis,rainy,Ocean Breeze,4.0,9.9,404.0,74.9
219.0,Low-Carb Cauliflower Rice Variant 8,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 8, crafted to please the palate and provide nourishment.",Psoriasis,summer,Fruit Bar,3.9,24.8,141.0,48.8
220.0,Avocado Chicken Wrap Variant 24,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Psoriasis,summer,Spice House,4.5,22.5,496.0,29.7
221.0,Kale and Lentil Soup Variant 15,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 15, crafted to please the palate and provide nourishment.",Lupus,rainy,Fresh Greens,3.8,29.6,357.0,27.8
222.0,Grilled Tuna Variant 8,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 8, crafted to please the palate and provide nourishment.",Lupus,winter,Home Kitchen,3.9,17.6,127.0,19.5
223.0,Berry Spinach Smoothie Variant 22,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 22, crafted to please the palate and provide nourishment.",Lupus,rainy,Vital Cafe,4.8,7.2,410.0,42.1
224.0,Walnut-Crusted Salmon Variant 15,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Lupus,winter,Fruit Bar,4.7,28.4,261.0,44.2
225.0,Roasted Beet Salad Variant 15,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 15, crafted to please the palate and provide nourishment.",Lupus,summer,Urban Plates,4.9,24.5,377.0,28.9
226.0,Kale and Lentil Soup Variant 16,Healthy Food,veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 16, crafted to please the palate and provide nourishment.",Lupus,rainy,Spice House,4.3,26.8,469.0,70.7
227.0,Berry Spinach Smoothie Variant 23,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 23, crafted to please the palate and provide nourishment.",Lupus,summer,Fresh Greens,3.6,30.0,342.0,14.3
228.0,Walnut-Crusted Salmon Variant 16,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Lupus,rainy,Urban Plates,4.6,8.9,112.0,15.3
229.0,Roasted Beet Salad Variant 16,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 16, crafted to please the palate and provide nourishment.",Lupus,rainy,Home Kitchen,3.7,20.8,147.0,73.2
230.0,Berry Spinach Smoothie Variant 24,Healthy Food,veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 24, crafted to please the palate and provide nourishment.",Lupus,winter,Healthy Greens,4.8,29.8,456.0,74.0
231.0,Sautéed Spinach Variant 36,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 36, crafted to please the palate and provide nourishment.",Skin Allergy,rainy,Vital Cafe,4.4,10.0,379.0,33.5
232.0,Mixed Bean Salad Variant 22,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 22, crafted to please the palate and provide nourishment.",Skin Allergy,winter,Vital Cafe,4.6,22.7,301.0,65.3
233.0,Sautéed Spinach Variant 37,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 37, crafted to please the palate and provide nourishment.",Skin Allergy,winter,Fresh Greens,4.8,4.1,113.0,44.8
234.0,Sautéed Spinach Variant 38,Healthy Food,veg,"A delicious and unique preparation of Sautéed Spinach Variant 38, crafted to please the palate and provide nourishment.",Skin Allergy,winter,Spice House,3.5,26.0,464.0,13.8
235.0,Sautéed Spinach Variant 39,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 39, crafted to please the palate and provide nourishment.",Skin Allergy,winter,Urban Plates,4.9,28.0,429.0,16.5
236.0,Greek Yogurt with Berries Variant 15,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 15, crafted to please the palate and provide nourishment.",Skin Allergy,winter,Spice House,3.8,29.1,456.0,77.4
237.0,Mixed Bean Salad Variant 23,Healthy Food,non-veg,"A delicious and unique preparation of Mixed Bean Salad Variant 23, crafted to please the palate and provide nourishment.",Skin Allergy,rainy,Urban Plates,4.3,5.1,330.0,24.0
238.0,Greek Yogurt with Berries Variant 16,Healthy Food,veg,"A delicious and unique preparation of Greek Yogurt with Berries Variant 16, crafted to please the palate and provide nourishment.",Skin Allergy,winter,Fruit Bar,3.9,11.8,461.0,48.4
239.0,Sautéed Spinach Variant 40,Healthy Food,non-veg,"A delicious and unique preparation of Sautéed Spinach Variant 40, crafted to please the palate and provide nourishment.",Skin Allergy,rainy,Fresh Greens,3.5,27.2,253.0,32.9
240.0,Mixed Bean Salad Variant 24,Healthy Food,veg,"A delicious and unique preparation of Mixed Bean Salad Variant 24, crafted to please the palate and provide nourishment.",Skin Allergy,rainy,Energy Bites,4.5,23.7,295.0,61.6
241.0,Grilled Salmon Salad Variant 17,Healthy Food,non-veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Back Pain,winter,Fruit Bar,4.6,10.9,168.0,58.6
242.0,Grilled Salmon Salad Variant 18,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Back Pain,summer,Ocean Breeze,4.7,19.6,403.0,12.1
243.0,Quinoa Veggie Bowl Variant 17,Healthy Food,non-veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Back Pain,rainy,Spice House,4.7,24.8,260.0,45.2
244.0,Stir-Fried Tofu Variant 17,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Back Pain,rainy,Fresh Greens,4.1,7.3,149.0,21.2
245.0,Avocado Chicken Wrap Variant 25,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Back Pain,summer,Urban Plates,4.0,12.9,280.0,30.6
246.0,Quinoa Veggie Bowl Variant 18,Healthy Food,veg,"A wholesome and hearty quinoa bowl packed with vibrant veggies, ideal for a nutritious, energy-boosting option.",Back Pain,winter,Energy Bites,3.9,12.5,109.0,38.5
247.0,Avocado Chicken Wrap Variant 26,Healthy Food,non-veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Back Pain,rainy,Vital Cafe,4.5,24.5,128.0,10.4
248.0,Stir-Fried Tofu Variant 18,Healthy Food,veg,"A savory and protein-rich stir-fried tofu dish, offering a delicious, plant-based alternative.",Back Pain,winter,Fruit Bar,4.1,11.9,459.0,43.1
249.0,Low-Carb Cauliflower Rice Variant 9,Healthy Food,non-veg,"A delicious and unique preparation of Low-Carb Cauliflower Rice Variant 9, crafted to please the palate and provide nourishment.",Back Pain,winter,Spice House,3.8,22.5,365.0,23.9
250.0,Avocado Chicken Wrap Variant 27,Healthy Food,veg,"A creamy and satisfying wrap with avocado and choice fillings, great for a balanced and refreshing meal.",Back Pain,winter,Green Table,3.7,12.4,346.0,13.5
251.0,Kale and Lentil Soup Variant 17,Healthy Food,non-veg,"A delicious and unique preparation of Kale and Lentil Soup Variant 17, crafted to please the palate and provide nourishment.",Cancer,rainy,Green Table,4.0,8.6,315.0,67.6
252.0,Grilled Tuna Variant 9,Healthy Food,veg,"A delicious and unique preparation of Grilled Tuna Variant 9, crafted to please the palate and provide nourishment.",Cancer,winter,Urban Plates,5.0,27.5,119.0,28.1
253.0,Berry Spinach Smoothie Variant 25,Healthy Food,non-veg,"A delicious and unique preparation of Berry Spinach Smoothie Variant 25, crafted to please the palate and provide nourishment.",Cancer,winter,Spice House,3.7,28.5,160.0,39.2
254.0,Walnut-Crusted Salmon Variant 17,Healthy Food,veg,"A delightful and nutritious dish featuring fresh salmon, perfect for a flavorful and health-conscious meal.",Cancer,rainy,Home Kitchen,4.5,8.2,428.0,25.3
255.0,Roasted Beet Salad Variant 17,Healthy Food,non-veg,"A delicious and unique preparation of Roasted Beet Salad Variant 17, crafted to please the palate and provide nourishment.",Cancer,summer,Urban Plates,4.1,21.1,356.0,39.6
