Food_ID,Name,C_Type,Veg_Non,Describe,Health_Issue,Climate,Restaurant,Rating,Protein,Calories,Carbs
226,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Lupus,rainy,Spice House,4.3,26.8,469,70.7
227,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Lupus,summer,Fresh Greens,3.6,30,342,14.3
228,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Lupus,rainy,Urban Plates,4.6,8.9,112,15.3
229,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Lupus,rainy,Home Kitchen,3.7,20.8,147,73.2
230,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Lupus,winter,Healthy Greens,4.8,29.8,456,74
231,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Skin Allergy,rainy,Vital Cafe,4.4,10,379,33.5
232,Mixed Bean Salad,Healthy Food,veg,Description of food item,Skin Allergy,winter,Vital Cafe,4.6,22.7,301,65.3
233,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Skin Allergy,winter,Fresh Greens,4.8,4.1,113,44.8
234,Sautéed Spinach,Healthy Food,veg,Description of food item,Skin Allergy,winter,Spice House,3.5,26,464,13.8
235,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Skin Allergy,winter,Urban Plates,4.9,28,429,16.5
236,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Skin Allergy,winter,Spice House,3.8,29.1,456,77.4
237,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Skin Allergy,rainy,Urban Plates,4.3,5.1,330,24
238,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Skin Allergy,winter,Fruit Bar,3.9,11.8,461,48.4
239,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Skin Allergy,rainy,Fresh Greens,3.5,27.2,253,32.9
240,Mixed Bean Salad,Healthy Food,veg,Description of food item,Skin Allergy,rainy,Energy Bites,4.5,23.7,295,61.6
241,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Back Pain,winter,Fruit Bar,4.6,10.9,168,58.6
242,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Back Pain,summer,Ocean Breeze,4.7,19.6,403,12.1
243,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Back Pain,rainy,Spice House,4.7,24.8,260,45.2
244,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Back Pain,rainy,Fresh Greens,4.1,7.3,149,21.2
245,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Back Pain,summer,Urban Plates,4,12.9,280,30.6
246,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Back Pain,winter,Energy Bites,3.9,12.5,109,38.5
247,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Back Pain,rainy,Vital Cafe,4.5,24.5,128,10.4
248,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Back Pain,winter,Fruit Bar,4.1,11.9,459,43.1
249,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Back Pain,winter,Spice House,3.8,22.5,365,23.9
250,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Back Pain,winter,Green Table,3.7,12.4,346,13.5
251,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Cancer,rainy,Green Table,4,8.6,315,67.6
252,Grilled Tuna,Healthy Food,veg,Description of food item,Cancer,winter,Urban Plates,5,27.5,119,28.1
253,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Cancer,winter,Spice House,3.7,28.5,160,39.2
254,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Cancer,rainy,Home Kitchen,4.5,8.2,428,25.3
255,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Cancer,summer,Urban Plates,4.1,21.1,356,39.6
256,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Cancer,summer,Spice House,4.6,27.8,131,67.5
257,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Cancer,summer,Healthy Greens,4.7,6.8,408,78.9
258,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Cancer,rainy,Energy Bites,4.5,12,215,58.4
259,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Cancer,rainy,Healthy Greens,3.6,26.6,285,26.8
260,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Cancer,rainy,Healthy Greens,3.7,21.4,335,14.6
261,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Epilepsy,winter,Home Kitchen,3.7,8.3,179,14.9
262,Mixed Bean Salad,Healthy Food,veg,Description of food item,Epilepsy,winter,Urban Plates,5,16.4,323,79.3
263,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Epilepsy,rainy,Vital Cafe,4.4,13.9,443,37.6
264,Sautéed Spinach,Healthy Food,veg,Description of food item,Epilepsy,summer,Fresh Greens,3.8,17.3,175,42.8
265,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Epilepsy,summer,Energy Bites,5,21.7,401,44.8
266,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Epilepsy,rainy,Spice House,4.7,27.2,477,33.8
267,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Epilepsy,winter,Ocean Breeze,3.6,23,184,63.2
268,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Epilepsy,winter,Urban Plates,4.9,26.1,401,43.8
269,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Epilepsy,winter,Healthy Greens,4.3,18.4,315,44.2
270,Mixed Bean Salad,Healthy Food,veg,Description of food item,Epilepsy,summer,Energy Bites,3.7,2.5,166,58.2
271,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Fatigue,rainy,Urban Plates,4.5,2.7,371,43.7
272,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Fatigue,summer,Spice House,3.9,18.3,154,55.5
273,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Fatigue,winter,Fruit Bar,4.5,15.5,129,36.5
274,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Fatigue,summer,Fruit Bar,3.8,16,446,35.4
275,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Fatigue,summer,Fresh Greens,4.2,29.5,400,18.3
276,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Fatigue,rainy,Green Table,4.5,28.9,467,10.9
277,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Fatigue,summer,Green Table,3.6,24.7,475,46
278,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Fatigue,winter,Home Kitchen,4.1,5.6,195,10.3
279,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Fatigue,summer,Urban Plates,4.6,18.3,209,56.2
280,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Fatigue,winter,Ocean Breeze,4.6,10.2,179,40.4
281,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Sinus,rainy,Vital Cafe,4.7,24.4,396,60.5
282,Grilled Tuna,Healthy Food,veg,Description of food item,Sinus,rainy,Spice House,4.8,21.3,125,23.6
283,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Sinus,winter,Ocean Breeze,4.9,23.8,108,66.7
284,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Sinus,winter,Fruit Bar,4.7,8.4,243,42.9
285,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Sinus,winter,Green Table,4.5,22.9,123,37.2
286,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Sinus,rainy,Home Kitchen,3.7,13.8,431,34.2
287,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Sinus,winter,Home Kitchen,4.8,7.6,174,10.2
288,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Sinus,rainy,Healthy Greens,4,25.2,185,31.8
289,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Sinus,rainy,Fresh Greens,4.5,22,342,61.9
290,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Sinus,winter,Ocean Breeze,3.7,15.1,105,14.2
291,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Hyperthyroidism,winter,Urban Plates,4.8,8.4,218,67.8
292,Mixed Bean Salad,Healthy Food,veg,Description of food item,Hyperthyroidism,summer,Fruit Bar,4.8,29.3,252,46.8
293,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Hyperthyroidism,rainy,Vital Cafe,3.9,3.3,317,20.8
294,Sautéed Spinach,Healthy Food,veg,Description of food item,Hyperthyroidism,rainy,Urban Plates,4.3,18.6,300,31.7
295,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Hyperthyroidism,rainy,Green Table,4.4,12.7,214,30.3
296,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Hyperthyroidism,winter,Spice House,4.7,20,343,79.6
297,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Hyperthyroidism,summer,Vital Cafe,4.6,12.8,443,14.1
298,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Hyperthyroidism,winter,Fruit Bar,4.8,28.2,419,56.3
299,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Hyperthyroidism,summer,Fruit Bar,4.4,22.3,410,28
300,Mixed Bean Salad,Healthy Food,veg,Description of food item,Hyperthyroidism,summer,Fresh Greens,4.8,16.7,390,20.5
301,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,PCOS,rainy,Urban Plates,3.6,9.3,156,46
302,Grilled Salmon Salad,Healthy Food,veg,Description of food item,PCOS,summer,Urban Plates,4,16.2,385,72.5
303,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,PCOS,winter,Fresh Greens,3.7,23.2,401,25.5
304,Stir-Fried Tofu,Healthy Food,veg,Description of food item,PCOS,summer,Fresh Greens,4,14.9,195,79.3
305,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,PCOS,rainy,Fresh Greens,3.6,8.1,120,35
306,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,PCOS,summer,Spice House,3.6,25.9,437,62.4
307,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,PCOS,winter,Home Kitchen,4.5,4.3,258,75.3
308,Stir-Fried Tofu,Healthy Food,veg,Description of food item,PCOS,winter,Home Kitchen,3.7,4.8,272,29.1
309,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,PCOS,winter,Fruit Bar,3.7,19.7,342,34.6
310,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,PCOS,rainy,Spice House,4.2,11.3,428,64.2
311,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Stroke,summer,Vital Cafe,4.1,15.6,177,71.3
312,Grilled Tuna,Healthy Food,veg,Description of food item,Stroke,summer,Fresh Greens,4.2,3,172,55.1
313,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Stroke,rainy,Green Table,4.7,28.5,315,71.2
314,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Stroke,summer,Fresh Greens,3.8,8.8,296,13.1
315,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Stroke,winter,Ocean Breeze,4.7,4.6,425,29.3
316,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Stroke,summer,Spice House,4.4,16,465,66.9
317,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Stroke,rainy,Energy Bites,3.6,28.4,146,69.4
318,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Stroke,rainy,Energy Bites,3.6,27.5,308,68.4
319,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Stroke,winter,Fruit Bar,4.5,13.8,219,12.1
320,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Stroke,winter,Urban Plates,3.6,3.3,167,44.8
321,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Cystic Fibrosis,winter,Ocean Breeze,4.1,20.5,344,61.6
322,Mixed Bean Salad,Healthy Food,veg,Description of food item,Cystic Fibrosis,summer,Spice House,4.3,2.2,322,43.2
323,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Cystic Fibrosis,summer,Green Table,4.1,24.3,170,65.7
324,Sautéed Spinach,Healthy Food,veg,Description of food item,Cystic Fibrosis,summer,Healthy Greens,4.5,14.9,213,37.2
325,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Cystic Fibrosis,summer,Energy Bites,4.6,6.4,130,63.9
326,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Cystic Fibrosis,rainy,Vital Cafe,3.9,25.5,417,49.5
327,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Cystic Fibrosis,summer,Healthy Greens,4.9,27.7,347,39
328,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Cystic Fibrosis,summer,Healthy Greens,4.8,29,443,15
329,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Cystic Fibrosis,rainy,Green Table,4.6,12.4,475,79.6
330,Mixed Bean Salad,Healthy Food,veg,Description of food item,Cystic Fibrosis,summer,Healthy Greens,4.1,2.5,315,38.7
331,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Vertigo,summer,Urban Plates,3.9,13.8,215,58.1
332,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Vertigo,rainy,Urban Plates,4.3,23.8,466,75
333,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Vertigo,winter,Healthy Greens,4.8,28,139,53.6
334,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Vertigo,winter,Healthy Greens,3.8,15.6,122,18.8
335,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Vertigo,winter,Ocean Breeze,4.5,8.5,238,71.1
336,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Vertigo,winter,Urban Plates,4.4,4.2,259,27.8
337,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Vertigo,winter,Green Table,3.8,8,152,11.5
338,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Vertigo,summer,Urban Plates,4,14.9,316,24.4
339,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Vertigo,summer,Spice House,4.1,17.5,307,43
340,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Vertigo,winter,Spice House,3.7,19.7,422,11.6
341,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Eczema,rainy,Green Table,3.7,13.5,236,23.9
342,Grilled Tuna,Healthy Food,veg,Description of food item,Eczema,winter,Fresh Greens,3.6,28.8,308,51.5
343,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Eczema,winter,Energy Bites,4.8,6.4,301,27.3
344,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Eczema,winter,Home Kitchen,4,3.2,255,70.1
345,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Eczema,summer,Home Kitchen,3.8,18.3,290,11.7
346,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Eczema,rainy,Home Kitchen,4.2,26.9,429,67.2
347,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Eczema,winter,Ocean Breeze,4.2,12.6,493,72.9
348,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Eczema,rainy,Home Kitchen,4.1,5.8,423,59.4
349,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Eczema,winter,Green Table,4.4,7.6,362,44.1
350,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Eczema,rainy,Green Table,5,12.1,410,60.7
351,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Hemophilia,rainy,Healthy Greens,4.8,15.5,347,36.6
352,Mixed Bean Salad,Healthy Food,veg,Description of food item,Hemophilia,summer,Fresh Greens,4.2,14.8,471,44
353,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Hemophilia,summer,Home Kitchen,4.8,25.2,445,71
354,Sautéed Spinach,Healthy Food,veg,Description of food item,Hemophilia,rainy,Green Table,4.5,5.6,150,48.4
355,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Hemophilia,winter,Green Table,5,18.3,125,79.4
356,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Hemophilia,rainy,Urban Plates,4.4,6.2,363,70.3
357,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Hemophilia,winter,Fruit Bar,4,12.6,300,24.5
358,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Hemophilia,rainy,Green Table,4.8,23.9,456,34
359,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Hemophilia,summer,Fresh Greens,4.6,4,444,37.6
360,Mixed Bean Salad,Healthy Food,veg,Description of food item,Hemophilia,winter,Energy Bites,4.6,20.7,296,71.7
361,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,HIV,winter,Home Kitchen,4.1,2,485,32
362,Grilled Salmon Salad,Healthy Food,veg,Description of food item,HIV,summer,Ocean Breeze,3.6,8.8,372,58.6
363,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,HIV,rainy,Urban Plates,4.7,24.1,464,55.8
364,Stir-Fried Tofu,Healthy Food,veg,Description of food item,HIV,winter,Fresh Greens,3.7,28.2,471,40.2
365,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,HIV,rainy,Ocean Breeze,4.6,18.2,320,21.5
366,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,HIV,rainy,Spice House,4.1,29.9,422,40.6
367,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,HIV,summer,Vital Cafe,4.6,11.2,119,56.4
368,Stir-Fried Tofu,Healthy Food,veg,Description of food item,HIV,summer,Ocean Breeze,4.6,22.8,160,63.5
369,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,HIV,rainy,Spice House,4.5,8,271,78.3
370,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,HIV,summer,Spice House,4.3,10,432,37.4
371,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Leukemia,winter,Energy Bites,4.6,28.9,393,44.2
372,Grilled Tuna,Healthy Food,veg,Description of food item,Leukemia,summer,Vital Cafe,3.7,10.1,167,22.1
373,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Leukemia,rainy,Vital Cafe,3.8,5.7,220,72.5
374,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Leukemia,summer,Fruit Bar,4.2,6.6,379,13
375,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Leukemia,rainy,Vital Cafe,3.8,9.9,111,42.3
376,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Leukemia,rainy,Healthy Greens,3.8,5,179,45
377,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Leukemia,rainy,Healthy Greens,3.8,11.2,187,68.3
378,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Leukemia,winter,Spice House,4.2,6.3,225,10.5
379,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Leukemia,winter,Ocean Breeze,3.9,13.9,163,34.8
380,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Leukemia,winter,Healthy Greens,3.8,25.6,213,71.6
381,Sautéed Spinach,Healthy Food,non-veg,Description of food item,OCD,rainy,Spice House,3.9,6.1,101,69.3
382,Mixed Bean Salad,Healthy Food,veg,Description of food item,OCD,rainy,Green Table,3.7,3.5,366,79
383,Sautéed Spinach,Healthy Food,non-veg,Description of food item,OCD,summer,Spice House,4.3,17.6,208,40.1
384,Sautéed Spinach,Healthy Food,veg,Description of food item,OCD,rainy,Home Kitchen,4.2,19.2,425,68.7
385,Sautéed Spinach,Healthy Food,non-veg,Description of food item,OCD,summer,Fresh Greens,4.9,2.1,183,12.3
386,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,OCD,winter,Urban Plates,4.6,8,160,70.3
387,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,OCD,summer,Healthy Greens,3.5,17.8,258,33.5
388,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,OCD,winter,Green Table,3.9,16.1,401,69
389,Sautéed Spinach,Healthy Food,non-veg,Description of food item,OCD,rainy,Ocean Breeze,3.7,28.7,159,77.5
390,Mixed Bean Salad,Healthy Food,veg,Description of food item,OCD,winter,Green Table,5,12.4,267,48.6
391,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,PTSD,summer,Healthy Greens,3.9,15.6,345,44.7
392,Grilled Salmon Salad,Healthy Food,veg,Description of food item,PTSD,rainy,Spice House,4.9,11.2,451,50.3
393,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,PTSD,summer,Fruit Bar,3.6,18.3,468,58.5
394,Stir-Fried Tofu,Healthy Food,veg,Description of food item,PTSD,rainy,Vital Cafe,4.7,28.5,132,77.3
395,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,PTSD,rainy,Energy Bites,4.1,26.8,287,24.7
396,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,PTSD,winter,Home Kitchen,4.3,28.9,401,71.7
397,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,PTSD,winter,Ocean Breeze,3.8,24.6,295,39.3
398,Stir-Fried Tofu,Healthy Food,veg,Description of food item,PTSD,rainy,Spice House,4.3,19.7,148,69.2
399,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,PTSD,rainy,Vital Cafe,3.6,12.7,346,13.5
400,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,PTSD,winter,Energy Bites,4.4,4.5,397,45.2
401,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Schizophrenia,summer,Spice House,4.8,2.1,368,68.6
402,Grilled Tuna,Healthy Food,veg,Description of food item,Schizophrenia,rainy,Fruit Bar,4.4,11,302,34.9
403,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Schizophrenia,winter,Spice House,4.2,15.8,280,19.7
404,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Schizophrenia,rainy,Fruit Bar,4.3,13,342,37.7
405,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Schizophrenia,rainy,Vital Cafe,4.3,3.2,414,58.8
406,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Schizophrenia,rainy,Urban Plates,4,27.3,358,43.4
407,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Schizophrenia,winter,Fresh Greens,4.8,9.2,273,46.1
408,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Schizophrenia,winter,Ocean Breeze,3.8,13.1,198,45.7
409,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Schizophrenia,winter,Energy Bites,3.9,13.7,245,38.8
410,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Schizophrenia,rainy,Vital Cafe,4.7,6.8,244,24
411,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Sleep Apnea,summer,Spice House,3.7,7.6,293,45.8
412,Mixed Bean Salad,Healthy Food,veg,Description of food item,Sleep Apnea,summer,Healthy Greens,4.7,27.8,225,61.4
413,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Sleep Apnea,winter,Fruit Bar,4.3,10.6,315,56.5
414,Sautéed Spinach,Healthy Food,veg,Description of food item,Sleep Apnea,winter,Spice House,4,22.9,248,47.6
415,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Sleep Apnea,rainy,Fresh Greens,4.2,10,239,37.8
416,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Sleep Apnea,rainy,Ocean Breeze,4.1,18.9,365,43.1
417,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Sleep Apnea,winter,Vital Cafe,3.7,18.4,401,33.5
418,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Sleep Apnea,rainy,Vital Cafe,4.6,3.8,463,26.4
419,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Sleep Apnea,rainy,Energy Bites,4.2,25.4,380,31.1
420,Mixed Bean Salad,Healthy Food,veg,Description of food item,Sleep Apnea,winter,Urban Plates,3.7,29.6,430,25.1
421,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Tuberculosis,winter,Fruit Bar,4.2,18.7,417,50
422,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Tuberculosis,summer,Fresh Greens,4.3,18.7,146,57.3
423,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Tuberculosis,winter,Green Table,3.7,20.9,356,42.9
424,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Tuberculosis,summer,Fresh Greens,4.2,23.3,348,77
425,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Tuberculosis,rainy,Urban Plates,4.5,17.9,336,17.9
426,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Tuberculosis,rainy,Energy Bites,4.3,26.5,361,60.5
427,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Tuberculosis,winter,Green Table,4.8,22.5,334,54.8
428,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Tuberculosis,rainy,Green Table,3.6,22.9,394,33.8
429,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Tuberculosis,summer,Fruit Bar,4.4,4.5,227,73.6
430,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Tuberculosis,rainy,Energy Bites,4.9,4.3,296,63.7
431,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Ulcers,summer,Energy Bites,4.9,23.7,270,36.8
432,Grilled Tuna,Healthy Food,veg,Description of food item,Ulcers,winter,Home Kitchen,4.7,13.2,374,23.1
433,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Ulcers,rainy,Energy Bites,4.5,7.6,149,39.4
434,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Ulcers,winter,Fruit Bar,4.9,12.2,260,49.7
435,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Ulcers,summer,Spice House,3.6,15.6,364,26.2
436,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Ulcers,winter,Healthy Greens,3.6,15.2,367,77.5
437,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Ulcers,summer,Home Kitchen,4.9,24.7,331,14.5
438,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Ulcers,winter,Urban Plates,4.2,9.5,216,32.9
439,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Ulcers,rainy,Healthy Greens,4.9,3.4,347,43.4
440,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Ulcers,summer,Fruit Bar,4.8,6.5,230,46.3
441,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Varicose Veins,rainy,Energy Bites,4.9,9.3,165,35.3
442,Mixed Bean Salad,Healthy Food,veg,Description of food item,Varicose Veins,rainy,Fresh Greens,4.5,18.5,394,51.8
443,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Varicose Veins,winter,Spice House,3.9,9.2,296,42.7
444,Sautéed Spinach,Healthy Food,veg,Description of food item,Varicose Veins,summer,Spice House,4,19.7,134,39.8
445,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Varicose Veins,winter,Ocean Breeze,4.9,29.1,481,28
446,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Varicose Veins,rainy,Vital Cafe,4.8,23.6,296,35.5
447,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Varicose Veins,rainy,Home Kitchen,4.9,15.8,312,32
448,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Varicose Veins,winter,Fruit Bar,3.7,4.6,412,31.8
449,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Varicose Veins,summer,Home Kitchen,4.6,17.6,375,47.8
450,Mixed Bean Salad,Healthy Food,veg,Description of food item,Varicose Veins,summer,Spice House,4.7,27.4,409,42.5
451,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Dementia,winter,Energy Bites,4.4,16.1,120,17.8
